paper,propensity_score
Imitation Learning via Off-Policy Distribution Matching,0.42039452137458794
A Function Space View of Bounded Norm Infinite Width ReLU Nets: The Multivariate Case,0.4343162206627184
ELECTRA: Pre-training Text Encoders as Discriminators Rather Than Generators,0.5125942926991954
Quantifying Point-Prediction Uncertainty in Neural Networks via Residual Estimation with an I/O Kernel,0.3792382150823039
Span Recovery for Deep Neural Networks with Applications to Input Obfuscation,0.24759725225402623
Co-Attentive Equivariant Neural Networks: Focusing Equivariance On Transformations Co-Occurring in Data,0.3126333968767533
Explanation  by Progressive  Exaggeration,0.3856910543191179
On the Variance of the Adaptive Learning Rate and Beyond,0.3213834734013306
Curvature Graph Network,0.24289476735643206
StructPool: Structured Graph Pooling via Conditional Random Fields,0.3960489407743729
Weakly Supervised Clustering by Exploiting Unique Class Count,0.37254121351288333
Gradients as Features for Deep Representation Learning,0.2507470091269023
Composition-based Multi-Relational Graph Convolutional Networks,0.3486202419106496
Behaviour Suite for Reinforcement Learning,0.40690949783667946
Identifying through Flows for Recovering Latent Representations,0.3620048140051971
Federated Adversarial Domain Adaptation,0.3739946974914557
Why Not to Use Zero Imputation? Correcting Sparsity Bias in Training Neural Networks,0.3257911267130023
Can gradient clipping mitigate label noise?,0.31886872035958497
Meta-learning curiosity algorithms,0.39245924926592185
Lookahead: A Far-sighted Alternative of Magnitude-based Pruning,0.30879338093203496
Fantastic Generalization Measures and Where to Find Them,0.4201885703009459
Convergence of Gradient Methods on Bilinear Zero-Sum Games,0.3226832245721226
Multi-Agent Interactions Modeling with Correlated Policies,0.36558641696082383
"Real or Not Real, that is the Question",0.40450080814810596
Structured Object-Aware Physics Prediction for Video Modeling and Planning,0.33360000047805183
Implementing Inductive bias for different navigation tasks through diverse RNN attrractors,0.3501888061995547
End to End Trainable Active Contours via Differentiable Rendering,0.34323657570003874
ReMixMatch: Semi-Supervised Learning with Distribution Matching and Augmentation Anchoring,0.4032904876486319
DropEdge: Towards Deep Graph Convolutional Networks on Node Classification,0.2302031852589798
Neural Tangents: Fast and Easy Infinite Neural Networks in Python,0.3627378505154963
FasterSeg: Searching for Faster Real-time Semantic Segmentation,0.3905910629458854
Understanding Knowledge Distillation in Non-autoregressive Machine Translation,0.3345716557454377
Understanding Architectures Learnt by Cell-based Neural Architecture Search,0.24574306032169368
Dynamically Pruned Message Passing Networks for Large-scale Knowledge Graph Reasoning,0.3468902606876103
Pretrained Encyclopedia: Weakly Supervised Knowledge-Pretrained Language Model,0.43966485206282735
Linear Symmetric Quantization of Neural Networks for Low-precision Integer Hardware,0.2333774518737333
Consistency Regularization for Generative Adversarial Networks,0.4659142850737613
Short and Sparse Deconvolution --- A Geometric Approach,0.22705264316909807
GENESIS: Generative Scene Inference and Sampling with Object-Centric Latent Representations,0.3783053864262502
BinaryDuo: Reducing Gradient Mismatch in Binary Activation Network by Coupling Binary Activations,0.26818816515509925
Transformer-XH: Multi-Evidence Reasoning with eXtra Hop Attention,0.39459849917993445
Sub-policy Adaptation for Hierarchical Reinforcement Learning,0.392584266277128
"Watch, Try, Learn: Meta-Learning from Demonstrations and Rewards",0.3937061399909188
Deep Orientation Uncertainty Learning based on a Bingham Loss,0.36330840849487456
Overlearning Reveals Sensitive Attributes,0.3396863400503702
Understanding the Limitations of Conditional Generative Models,0.42042033575251325
Learning Disentangled Representations for CounterFactual Regression,0.3773751977995499
Dynamical Distance Learning for Semi-Supervised and Unsupervised Skill Discovery,0.4095015364265228
Learning-Augmented Data Stream Algorithms,0.34926504011727627
"Kaleidoscope: An Efficient, Learnable Representation For All Structured Linear Maps",0.4340633924236142
Playing the lottery with rewards and multiple languages: lottery tickets in RL and NLP,0.2829225548779516
Learning the Arrow of Time for Problems in Reinforcement Learning,0.4975669959095686
DD-PPO: Learning Near-Perfect PointGoal Navigators from 2.5 Billion Frames,0.40513359954778777
Information Geometry of Orthogonal Initializations and Training,0.34348523400779685
Strategies for Pre-training Graph Neural Networks,0.44717416196271687
Cross-Domain Few-Shot Classification via Learned Feature-Wise Transformation,0.37688727137548966
How much Position Information Do Convolutional Neural Networks Encode?,0.4502401502222124
Generalization through Memorization: Nearest Neighbor Language Models,0.26998836525196385
On the Relationship between Self-Attention and Convolutional Layers,0.3652851903000199
On Bonus Based Exploration Methods In The Arcade Learning Environment,0.4000610294804055
The Curious Case of Neural Text Degeneration,0.3950168130290949
A Mutual Information Maximization Perspective of Language Representation Learning,0.46891713406468744
Measuring Compositional Generalization: A Comprehensive Method on Realistic Data,0.31328242420649394
GLAD: Learning Sparse Graph Recovery,0.415213398566212
Query-efficient Meta Attack to Deep Neural Networks,0.3852837518579242
Bounds on Over-Parameterization for Guaranteed Existence of Descent Paths in Shallow ReLU Networks,0.3551094267844688
"A critical analysis of self-supervision, or what we can learn from a single image",0.3737825002457495
Geometric Insights into the Convergence of Nonlinear TD Learning,0.4421120963226369
Network Deconvolution,0.2878112758074218
Pure and Spurious Critical Points: a Geometric Study of Linear Networks,0.373416731921141
PC-DARTS: Partial Channel Connections for Memory-Efficient Architecture Search,0.31998994958248034
Towards a Deep Network Architecture for Structured Smoothness,0.32390573043930687
RNNs Incrementally Evolving on an Equilibrium Manifold: A Panacea for Vanishing and Exploding Gradients?,0.3650904872153343
"Deep Imitative Models for Flexible Inference, Planning, and Control",0.46985352485510773
The Implicit Bias of Depth: How Incremental Learning Drives Generalization,0.33982425485930406
Economy Statistical Recurrent Units For Inferring Nonlinear Granger Causality,0.3136304699694398
Detecting Extrapolation with Local Ensembles,0.3326711267668823
Few-shot Text Classification with Distributional Signatures,0.2825323587515015
Scaling Autoregressive Video Models,0.5384103462444507
Robust Subspace Recovery Layer for Unsupervised Anomaly Detection,0.4029807457189104
SCALOR: Generative World Models with Scalable Object Representations,0.3650304716624055
Learning Robust Representations via Multi-View Information Bottleneck,0.467607105356369
Are Transformers universal approximators of sequence-to-sequence functions?,0.2966186376597001
Escaping Saddle Points Faster with Stochastic Momentum,0.300914686069683
SlowMo: Improving Communication-Efficient Distributed SGD with Slow Momentum,0.39069160819537624
SUMO: Unbiased Estimation of Log Marginal Probability for Latent Variable Models,0.42486699291615404
Symplectic ODE-Net: Learning Hamiltonian Dynamics with Control,0.37741155316278696
The asymptotic spectrum of the Hessian of DNN throughout training,0.3581533136078819
AutoQ: Automated Kernel-Wise Neural Network Quantization ,0.22494431644515134
Learning Self-Correctable Policies and Value Functions from Demonstrations with Negative Sampling,0.38197767610879113
Variational Autoencoders for Highly Multivariate Spatial Point Processes Intensities,0.3253465486937788
Single Episode Policy Transfer in Reinforcement Learning,0.26198263426765905
Transferable Perturbations of Deep Feature Distributions,0.3170895332571903
Pruned Graph Scattering Transforms,0.3680178703360366
Efficient Probabilistic Logic Reasoning with Graph Neural Networks,0.22616430021458997
Decoupling Representation and Classifier for Long-Tailed Recognition,0.42260186435604774
Coherent Gradients: An Approach to Understanding Generalization in Gradient Descent-based Optimization,0.3694478110611054
Environmental drivers of systematicity and generalization in a situated agent,0.4097269003960996
Compositional Language Continual Learning,0.33080355303169445
Vid2Game: Controllable Characters Extracted from Real-World Videos,0.4585005140776394
Infinite-horizon Off-Policy Policy Evaluation with Multiple Behavior Policies,0.32990790945054227
Learning Efficient Parameter Server Synchronization Policies for Distributed SGD,0.30996152098019525
Unsupervised Clustering using Pseudo-semi-supervised Learning,0.3516804886225821
Tree-Structured Attention with Hierarchical Accumulation,0.5040595503012639
Sparse Coding with Gated Learned ISTA,0.4235820749671686
A Signal Propagation Perspective for Pruning Neural Networks at Initialization,0.39298251553797753
Functional vs. parametric equivalence of ReLU networks,0.36956697668046995
Jacobian Adversarially Regularized Networks for Robustness,0.2557678343133372
Reinforced active learning for image segmentation,0.4007222126216115
Maximum Likelihood Constraint Inference for Inverse Reinforcement Learning,0.3954769640124515
Weakly Supervised Disentanglement with Guarantees,0.4372172886208035
PCMC-Net: Feature-based Pairwise Choice Markov Chains,0.27049190037288257
Capsules with Inverted Dot-Product Attention Routing,0.4583153420720337
Contrastive Representation Distillation,0.4039846551777102
Variance Reduction With Sparse Gradients,0.4240913162984242
The Variational Bandwidth Bottleneck: Stochastic Evaluation on an Information Budget,0.2600165623770079
Mixout: Effective Regularization to Finetune Large-scale Pretrained Language Models,0.3290871356280468
Novelty Detection Via Blurring,0.36081880929630666
Locality and Compositionality in Zero-Shot Learning,0.3997491012129407
"Prediction, Consistency, Curvature: Representation Learning for Locally-Linear Control",0.38640523778095476
Efficient and Information-Preserving Future Frame Prediction and Beyond,0.3558931165627278
Tranquil Clouds: Neural Networks for Learning Temporally Coherent Features in Point Clouds,0.37157647975800734
Robust training with ensemble consensus,0.3471001544395132
Asymptotics of Wide Networks from Feynman Diagrams,0.4156541653560957
Unbiased Contrastive Divergence Algorithm for Training Energy-Based Latent Variable Models,0.37713870047743636
Frequency-based Search-control in Dyna,0.2984021239097645
Energy-based models for atomic-resolution protein conformations,0.3512734953458595
Augmenting Non-Collaborative Dialog Systems with Explicit Semantic and Strategic Dialog History,0.24423419978614222
Dynamic Sparse Training: Find Efficient Sparse Network From Scratch With Trainable Masked Layers,0.26803702754909087
RTFM: Generalising to New Environment Dynamics via Reading,0.4318627267151639
FEW-SHOT LEARNING ON GRAPHS VIA SUPER-CLASSES BASED ON GRAPH SPECTRAL MEASURES,0.2891675026573259
Controlling generative models with continuous factors of variations,0.34475046869962905
Defending Against Physically Realizable Attacks on Image Classification,0.32742940893337347
A Neural Dirichlet Process Mixture Model for Task-Free Continual Learning,0.3760090789116557
HiLLoC: lossless image compression with hierarchical latent variable models,0.36700893057197814
Multilingual Alignment of Contextual Word Representations,0.4137844763973974
Jelly Bean World: A Testbed for Never-Ending Learning,0.2794292234603163
V-MPO: On-Policy Maximum a Posteriori Policy Optimization for Discrete and Continuous Control,0.472168104842083
Deep Graph Matching Consensus,0.31510511429805227
Finding and Visualizing Weaknesses of Deep Reinforcement Learning Agents,0.38640356371308476
Intriguing Properties of Adversarial Training at Scale,0.4260205549015633
Four Things Everyone Should Know to Improve Batch Normalization,0.25052493099319917
Effect of Activation Functions on the Training of Overparametrized Neural Nets,0.3905107104885195
Differentiation of Blackbox Combinatorial Solvers,0.3883242471528859
Learning Heuristics for Quantified Boolean Formulas through Reinforcement Learning,0.3642955707408029
Inductive representation learning on temporal graphs,0.37937174384529315
Multi-Scale Representation Learning  for Spatial Feature Distributions using Grid Cells,0.4209512990742525
Efficient Riemannian Optimization on the Stiefel Manifold via the Cayley Transform,0.31743646898946365
"Neural tangent kernels, transportation mappings, and universal approximation",0.3074854060746022
Dream to Control: Learning Behaviors by Latent Imagination,0.43828912048544477
From Inference to Generation: End-to-end Fully Self-supervised Generation of Human Face from Speech,0.3022194517010621
Neural Symbolic Reader: Scalable Integration of Distributed and Symbolic Representations for Reading Comprehension,0.4978773346550439
Population-Guided Parallel Policy Search for Reinforcement Learning,0.30578887765167423
Abstract Diagrammatic Reasoning with Multiplex Graph Networks,0.26547291053030875
Logic and the 2-Simplicial Transformer,0.2143093113895665
Meta Reinforcement Learning with Autonomous Inference of Subtask Dependencies,0.44170859776675414
A Latent Morphology Model for Open-Vocabulary Neural Machine Translation,0.4541938521290294
Mutual Mean-Teaching: Pseudo Label Refinery for Unsupervised Domain Adaptation on Person Re-identification,0.27810686090453984
Variational Hetero-Encoder Randomized GANs for Joint Image-Text Modeling,0.3254261898675265
Toward Evaluating Robustness of Deep Reinforcement Learning with Continuous Control,0.36130531384105163
BlockSwap: Fisher-guided Block Substitution for Network Compression on a Budget,0.22044641990881703
Decoding As Dynamic Programming For Recurrent Autoregressive Models,0.35017640812801165
LEARNING EXECUTION THROUGH NEURAL CODE FUSION,0.3020127327108975
Detecting and Diagnosing Adversarial Images with Class-Conditional Capsule Reconstructions,0.5319412264993583
Reconstructing continuous distributions of 3D protein structure from cryo-EM images,0.4297762975264823
Sampling-Free Learning of Bayesian Quantized Neural Networks,0.32347122601763023
On Solving Minimax Optimization Locally: A Follow-the-Ridge Approach,0.5383188834337854
Lagrangian Fluid Simulation with Continuous Convolutions,0.4444735367207764
Stochastic Weight Averaging in Parallel: Large-Batch Training That Generalizes Well,0.33020642435344577
Adversarial AutoAugment,0.2649936744787039
Episodic Reinforcement Learning with Associative Memory,0.27430574628547233
NAS-Bench-1Shot1: Benchmarking and Dissecting One-shot Neural Architecture Search,0.37489096170294905
You Only Train Once: Loss-Conditional Training of Deep Networks,0.3315354632091263
Q-learning with UCB Exploration is Sample Efficient for Infinite-Horizon MDP,0.3452102389234153
Deep Audio Priors Emerge From Harmonic Convolutional Networks,0.4266534661708206
Abductive Commonsense Reasoning,0.4223640857074671
DeepHoyer: Learning Sparser Neural Network with Differentiable Scale-Invariant Sparsity Measures,0.3021891151645658
DeFINE: Deep Factorized Input Token Embeddings for Neural Sequence Modeling,0.32281187265917227
Never Give Up: Learning Directed Exploration Strategies,0.45668164733265276
Beyond Linearization: On Quadratic and Higher-Order Approximation of Wide Neural Networks,0.3728011049560953
Thieves on Sesame Street! Model Extraction of BERT-based APIs,0.4900427959593817
Accelerating SGD with momentum for over-parameterized learning,0.4512940860639133
Low-Resource Knowledge-Grounded Dialogue Generation,0.34180838896780696
Diverse Trajectory Forecasting with Determinantal Point Processes,0.3741043677190044
Estimating Gradients for Discrete Random Variables by Sampling without Replacement,0.4477438776764462
Maxmin Q-learning: Controlling the Estimation Bias of Q-learning,0.29581682323899167
Editable Neural Networks,0.3760105324939679
Rethinking Softmax Cross-Entropy Loss for Adversarial Robustness,0.35106311764405235
Self-labelling via simultaneous clustering and representation learning,0.46107051973756846
Semi-Supervised Generative Modeling for Controllable Speech Synthesis,0.3497716220228213
EMPIR: Ensembles of Mixed Precision Deep Networks for Increased Robustness Against Adversarial Attacks,0.24864908988795903
Training Recurrent Neural Networks Online by Learning Explicit State Variables,0.2714467472898527
MEMO: A Deep Network for Flexible Combination of Episodic Memories,0.4716029479987083
Differentiable learning of numerical rules in knowledge graphs,0.3632317235109646
Multiplicative Interactions and Where to Find Them,0.47327403214499664
Recurrent neural circuits for contour detection,0.4285701674491289
Provable Benefit of Orthogonal Initialization in Optimizing Deep Linear Networks,0.46199101562427936
Sliced Cramer Synaptic Consolidation for Preserving Deeply Learned Representations,0.3490560909579509
Neural Outlier Rejection for Self-Supervised Keypoint Learning,0.35623792072869687
vq-wav2vec: Self-Supervised Learning of Discrete Speech Representations,0.48186245498379765
A Fair Comparison of Graph Neural Networks for Graph Classification,0.3366641393583411
Towards Hierarchical Importance Attribution: Explaining Compositional Semantics for Neural Sequence Models,0.3543382168433868
Understanding Why Neural Networks Generalize Well Through GSNR of Parameters,0.3445781129431181
Intrinsic Motivation for Encouraging Synergistic Behavior,0.331823039024565
Sharing Knowledge in Multi-Task Deep Reinforcement Learning,0.27069898369420103
Provable Filter Pruning for Efficient Neural Networks,0.28474944640047145
Additive Powers-of-Two Quantization: An Efficient Non-uniform Discretization for Neural Networks,0.20459304833135145
Variational Recurrent Models for Solving Partially Observable Control Tasks,0.3514731323788302
Discriminative Particle Filter Reinforcement Learning for Complex Partial observations,0.3243566133169422
White Noise Analysis of Neural Networks,0.3006367823561764
RaCT: Toward Amortized Ranking-Critical Training For Collaborative Filtering ,0.375917667612354
Skip Connections Matter: On the Transferability of Adversarial Examples Generated with ResNets,0.36637541155729514
The Local Elasticity of Neural Networks,0.3217256234527624
Deep probabilistic subsampling for task-adaptive compressed sensing,0.2714203496773273
Simplified Action Decoder for Deep Multi-Agent Reinforcement Learning,0.4535883523970403
On the Need for Topology-Aware Generative Models for Manifold-Based Defenses,0.37616703659578926
Functional Regularisation for  Continual Learning with Gaussian Processes,0.37151038305250095
Graph inference learning for semi-supervised classification,0.23215404927208994
Input Complexity and Out-of-distribution Detection with Likelihood-based Generative Models,0.22824344655137566
AugMix: A Simple Data Processing Method to Improve Robustness and Uncertainty,0.41638300764846203
Learn to Explain Efficiently via Neural Logic Inductive Learning,0.3439738825000667
Doubly Robust Bias Reduction in Infinite Horizon Off-Policy Estimation,0.2819090207631826
Towards Stable and Efficient Training of Verifiably Robust Neural Networks,0.3922275344135784
Adversarial Policies: Attacking Deep Reinforcement Learning,0.24993733458478123
DDSP: Differentiable Digital Signal Processing,0.5320789808730858
Enabling Deep Spiking Neural Networks with Hybrid Conversion and Spike Timing Dependent Backpropagation,0.26907086597206675
Towards Verified Robustness under Text Deletion Interventions,0.3893067401703911
N-BEATS: Neural basis expansion analysis for interpretable time series forecasting,0.49673195298220124
Improving Adversarial Robustness Requires Revisiting Misclassified Examples,0.3771050647493673
On Generalization Error Bounds of Noisy Gradient Methods for Non-Convex Learning,0.31073678080304823
SPACE: Unsupervised Object-Oriented Scene Representation via Spatial Attention and Decomposition,0.3343462721325554
Learning from Unlabelled Videos Using Contrastive Predictive Neural 3D Mapping,0.33974388575547754
CLN2INV: Learning Loop Invariants with Continuous Logic Networks,0.3597624911866066
"Pay Attention to Features, Transfer Learn Faster CNNs",0.35978699136058945
Sign-OPT: A Query-Efficient Hard-label Adversarial Attack,0.3414874838932156
GraphQA: Protein Model Quality Assessment using Graph Convolutional Network,0.35055934713101794
Compositional Embeddings: Joint Perception and Comparison of Class Label Sets,0.33516786304182244
Generating Multi-Sentence Abstractive Summaries of Interleaved Texts,0.31142693909691765
Generalizing Reinforcement Learning to Unseen Actions,0.34928614168981237
Mixture-of-Experts Variational Autoencoder for clustering and generating from similarity-based representations,0.2985445265191628
On Symmetry and Initialization for Neural Networks,0.2182372777797048
Training Interpretable Convolutional Neural Networks towards Class-specific Filters,0.19671757989519464
InfoCNF: Efficient Conditional Continuous Normalizing Flow Using Adaptive Solvers,0.2536741459417582
All SMILES Variational Autoencoder for Molecular Property Prediction and Optimization,0.2871101722290022
On Incorporating Semantic Prior Knowlegde in Deep Learning Through Embedding-Space Constraints,0.29193738992711155
Learning Latent Representations for Inverse Dynamics using Generalized Experiences,0.2247972178051229
Understanding Attention Mechanisms,0.2552354894413987
Differentiable Architecture Compression,0.2939747931710819
On Stochastic Sign Descent Methods,0.28928248568325426
The Generalization-Stability Tradeoff in Neural Network Pruning,0.17127884247225642
Evaluations and Methods for Explanation through Robustness Analysis,0.3434510625754354
Unsupervised Meta-Learning for Reinforcement Learning,0.2648896661336773
A General Upper Bound for Unsupervised Domain Adaptation,0.22486354126571972
FoveaBox: Beyound Anchor-based Object Detection,0.39987016972536904
CloudLSTM: A Recurrent Neural Model for Spatiotemporal Point-cloud Stream Forecasting,0.27856917896667654
Step Size Optimization,0.23703460706888463
Amortized Nesterov's Momentum: Robust and Lightweight  Momentum for Deep Learning,0.16683842475510652
Improving Sample Efficiency in Model-Free Reinforcement Learning from Images,0.4449385021673347
Curriculum Learning for Deep Generative Models with Clustering,0.18955936670523507
Autoencoder-based Initialization for Recurrent Neural Networks with a Linear Memory,0.17401973136024665
Universal Approximation with Deep Narrow Networks,0.3324751186943152
Probing Emergent Semantics in Predictive Agents via Question Answering,0.38324625122340433
Scheduled Intrinsic Drive: A Hierarchical Take on Intrinsically Motivated Exploration,0.3534373832961067
Stein Bridging: Enabling Mutual Reinforcement between Explicit and Implicit Generative Models,0.230745148755706
New Loss Functions for Fast Maximum Inner Product Search,0.22461668490747141
End-to-end named entity recognition and relation extraction using pre-trained language models,0.20279457121114877
AdaGAN: Adaptive GAN for Many-to-Many Non-Parallel Voice Conversion,0.1452918251349231
Goal-Conditioned Video Prediction,0.3680199646033459
wMAN: WEAKLY-SUPERVISED MOMENT ALIGNMENT NETWORK FOR TEXT-BASED VIDEO SEGMENT RETRIEVAL,0.30263484770021687
Data augmentation instead of explicit regularization,0.17409412428516072
Implicit λ-Jeffreys Autoencoders: Taking the Best of Both Worlds,0.22561501838575615
Improving Batch Normalization with Skewness Reduction for Deep Neural Networks,0.22206862687375556
Cascade Style Transfer,0.10915399027391491
Recurrent Hierarchical Topic-Guided Neural Language Models,0.30726369854429036
The Frechet Distance of training and test distribution predicts the generalization gap,0.25598936079723683
Objective Mismatch in Model-based Reinforcement Learning,0.22860845151538492
Learning Explainable Models Using Attribution Priors,0.28998415330164307
Semi-supervised 3D Face Reconstruction with Nonlinear Disentangled Representations,0.166270793770476
Efficient Exploration via State Marginal Matching,0.34364037593365243
Adversarial Filters of Dataset Biases,0.3950168130290949
Insights on Visual Representations for Embodied Navigation Tasks,0.2478698407395576
Crafting Data-free Universal Adversaries with Dilate Loss,0.2534375104801832
Stochastic Gradient Descent with Biased but Consistent Gradient Estimators,0.23369595872500032
Wasserstein Robust Reinforcement Learning,0.20441851037057865
A Training Scheme for the Uncertain Neuromorphic Computing Chips,0.20864799236063214
A Stochastic Trust Region Method for Non-convex Minimization,0.2524790221955167
MoET: Interpretable and Verifiable Reinforcement Learning via Mixture of Expert Trees,0.31050811014492413
Deceptive Opponent Modeling with Proactive Network Interdiction for Stochastic Goal Recognition Control,0.1372229082095129
Regularization Matters in Policy Optimization,0.36031965265787
Sentence embedding with contrastive multi-views learning,0.12645724772676872
Robust Domain Randomization for Reinforcement Learning,0.16904509927616654
Coloring graph neural networks for node disambiguation,0.20074131919104074
Undersensitivity in Neural Reading Comprehension,0.25979916808037923
RotationOut as a Regularization Method for Neural Network,0.24092754712919068
Meta-Learning with Network Pruning for Overfitting Reduction,0.17411820073940368
An implicit function learning approach for parametric modal regression,0.20834917332047337
On the Evaluation of Conditional GANs,0.23610623736227107
CZ-GEM:  A  FRAMEWORK  FOR DISENTANGLED REPRESENTATION LEARNING,0.1867604351588839
On Weight-Sharing and Bilevel Optimization in Architecture Search,0.2900390175305491
Are there any 'object detectors' in the hidden layers of CNNs trained to identify objects or scenes?,0.290502881865775
Dimensional Reweighting Graph Convolution Networks,0.2436453970571066
Leveraging inductive bias of neural networks for learning without explicit human annotations,0.2758294797287291
XLDA: Cross-Lingual Data Augmentation for Natural Language Inference and Question Answering,0.38978221180158423
Ergodic Inference: Accelerate Convergence by Optimisation,0.3109659834756276
Synthetic vs Real: Deep Learning on Controlled Noise,0.2691422646172256
Layerwise Learning Rates for Object Features in Unsupervised and Supervised Neural Networks And Consequent Predictions for the Infant Visual System,0.1943883584761546
Emergence of Compositional Language with Deep Generational Transmission,0.32596338511894957
AutoGrow: Automatic Layer Growing in Deep Convolutional Networks,0.19414004624063277
Model-Agnostic Feature Selection with Additional Mutual Information,0.16831244799954867
Certifying Neural Network Audio Classifiers,0.25758813494747995
Wasserstein-Bounded Generative Adversarial Networks,0.18867825669577962
An Explicitly Relational Neural Network Architecture,0.37296589982154044
Do Deep Neural Networks for Segmentation Understand Insideness?,0.3201470453803456
Split LBI for Deep Learning: Structural Sparsity via Differential Inclusion Paths,0.24767039755355819
Contextual Text Style Transfer,0.216447202903257
FLAT MANIFOLD VAES,0.2968345048460755
An Information Theoretic Approach to Distributed Representation Learning,0.24383318088154704
Connecting the Dots Between MLE and RL for Sequence Prediction,0.2979679227311443
BEYOND SUPERVISED LEARNING: RECOGNIZING UNSEEN ATTRIBUTE-OBJECT PAIRS WITH VISION-LANGUAGE FUSION AND ATTRACTOR NETWORKS,0.1887471097468987
Distance-based Composable Representations with Neural Networks,0.24558302071421773
Efficient Deep Representation Learning by Adaptive Latent Space Sampling,0.2585179435716272
Out-of-Distribution Detection Using Layerwise Uncertainty in Deep Neural Networks,0.19178840812219627
Effect of top-down connections in Hierarchical Sparse Coding,0.19699402120127923
Multitask Soft Option Learning,0.33382039206670305
Compositional Transfer in Hierarchical Reinforcement Learning,0.3468969103347108
Federated User Representation Learning,0.2776500377870788
Fairness with Wasserstein Adversarial Networks,0.16410648947371387
Quantum Expectation-Maximization for Gaussian Mixture Models,0.1833801008998276
Deep Evidential Uncertainty,0.32277932985727986
Variational Information Bottleneck for Unsupervised Clustering: Deep Gaussian Mixture Embedding,0.19816176274182673
Multi-scale Attributed Node Embedding,0.29865381779145983
Model Inversion Networks for Model-Based Optimization,0.1795986984153833
Variational Autoencoders with Normalizing Flow Decoders,0.2352263965489622
Adversarial Attacks on Copyright Detection Systems,0.30177538363662965
MODiR: Multi-Objective Dimensionality Reduction for Joint Data Visualisation,0.18180021463386617
Actor-Critic Approach for Temporal Predictive Clustering,0.2508794142123238
NeuroFabric: Identifying Ideal Topologies for Training A Priori Sparse Networks,0.19650177463312934
Chart Auto-Encoders for Manifold Structured  Data,0.2555360335059133
Putting Machine Translation in Context with the Noisy Channel Model,0.3290716138348377
Optimizing Data Usage via Differentiable Rewards,0.32465584443504153
Unsupervised Learning of Efficient and Robust Speech Representations,0.3137353792022365
A Kolmogorov Complexity Approach to Generalization in Deep Learning,0.32660475249754084
Learning Invariants through Soft Unification,0.17279770504856123
Collapsed amortized variational inference for switching nonlinear dynamical systems,0.3019649682052444
ODE Analysis of Stochastic Gradient Methods with Optimism and Anchoring  for Minimax Problems and GANs,0.33635240348224804
Event Discovery for History Representation in Reinforcement Learning,0.2554088494279763
Learning to Rank Learning Curves,0.2603444469275215
Scoring-Aggregating-Planning: Learning task-agnostic priors from interactions and sparse rewards for zero-shot generalization,0.4027590701265869
Way Off-Policy Batch Deep Reinforcement Learning of Human Preferences in Dialog,0.27662340295040916
Well-Read Students Learn Better: On the Importance of Pre-training Compact Models,0.3201822853004789
Model Imitation for Model-Based Reinforcement Learning,0.48411372515826545
Black Box Recursive Translations for Molecular Optimization,0.2990768987333459
Learning from Positive and Unlabeled Data  with Adversarial Training,0.2229722642298914
PNAT: Non-autoregressive Transformer by Position Learning,0.1995329611491795
Learning Boolean Circuits with Neural Networks,0.3665431230448422
Model-based Saliency for the Detection of Adversarial Examples,0.2937719837273472
Learning Temporal Coherence via Self-Supervision for GAN-based Video Generation,0.3046077376514264
R-TRANSFORMER: RECURRENT NEURAL NETWORK ENHANCED TRANSFORMER,0.29576789959611394
A closer look at network resolution for efficient network design,0.19978776884675284
Learning in Confusion: Batch Active Learning with Noisy Oracle,0.14659297854750564
On Predictive Information Sub-optimality of RNNs,0.27235447700216964
Match prediction from group comparison data using neural networks,0.2629460807304734
Defending Against Adversarial Examples by Regularized Deep Embedding,0.23371477157565532
Feature Partitioning for Efficient Multi-Task Architectures,0.2096627771037491
Learnable Group Transform For Time-Series,0.3272588946689638
SesameBERT: Attention for Anywhere,0.15542641233153698
Towards A Unified Min-Max Framework for Adversarial Exploration and Robustness,0.21043994599453955
Towards Scalable Imitation Learning for Multi-Agent Systems with Graph Neural Networks,0.19475559078038154
Dual-module Inference for Efficient Recurrent Neural Networks,0.20408459760183606
On Federated Learning of Deep Networks from Non-IID Data: Parameter Divergence and the Effects of Hyperparametric Methods,0.15427514979629683
DeepXML: Scalable & Accurate Deep Extreme Classification for Matching User Queries to Advertiser Bid Phrases,0.37320307709483724
Few-Shot Regression via Learning Sparsifying Basis Functions,0.22121624731623418
Energy-Aware Neural Architecture Optimization with Fast Splitting Steepest Descent,0.1772640142470671
Equilibrium Propagation with Continual Weight Updates,0.2938662382434018
IsoNN: Isomorphic Neural Network for Graph Representation Learning and Classification,0.16886942804785107
LDMGAN: Reducing Mode Collapse in GANs with Latent Distribution Matching,0.12138118173379825
Reinforcement Learning with Chromatic Networks,0.18482834641721838
Generalized Natural Language Grounded Navigation via Environment-agnostic Multitask Learning,0.21252277787350524
Mincut Pooling in Graph Neural Networks,0.27423475190526536
Off-Policy Actor-Critic with Shared Experience Replay,0.512938248338619
Striving for Simplicity in Off-Policy Deep Reinforcement Learning,0.27526169154302366
Scheduling the Learning Rate Via Hypergradients: New Insights and a New Algorithm,0.27480507852417113
Improving Federated Learning Personalization via Model Agnostic Meta Learning,0.18079530077650596
Understanding and Improving Transformer From a Multi-Particle Dynamic System Point of View,0.23354390787496856
Optimising Neural Network Architectures for Provable Adversarial Robustness,0.17737353448520005
AN EFFICIENT HOMOTOPY TRAINING ALGORITHM FOR NEURAL NETWORKS,0.18330870695519308
